tradingSymbol,amc,fund,fundLowerCase,purchaseAllowed,redemptionAllowed,minPurchaseAmt,purchaseAmtMulti,minAdditionalPurchaseAmt,minRedemptionQty,redemptionQtyMulti,dividendType,formattedDividendType,dividendInterval,dividend,formattedDividendTypeToIDCW,lastDividendDate,lastDividendPercent,scheme,subScheme,plan,settlementType,lastPrice,lastPriceDate,changePercent,launchDate,exitLoad,exitLoadSlab,expenseRatio,oneYearPercent,twoYearPercent,threeYearPercent,fourYearPercent,fiveYearPercent,amcSipFlag,aum,manager,lockIn,risk,fileNamePath,fundPrimaryDetail,type,name,full_name,isin,haircut,value
INF174K01MW2,KOTAKMAHINDRAMF,Kotak Money Market Fund,kotak money market fund,TRUE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Direct,T1,3753.5077,23-12-2022,0.0199,01-01-2013,0,Nil,0.25,4.8896,4.3202,4.8067,5.6578,6.0512,TRUE,1.30538E+11,Mr. Deepak Agrawal,0,3,Coins_SVGs-152.svg,inf174k01mw2 kotak money market fund debt money market growth,mf,KFLRG252D,KOTAK MONEY MARKET FUND - DIRECT PLAN - GROWTH,INF174K01MW2,10,90
INF174K01NA6,KOTAKMAHINDRAMF,Kotak Money Market Fund,kotak money market fund,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Regular,T1,3730.0026,23-12-2022,0.0196,14-07-2003,0,Nil,0.35,4.7974,4.231,4.7135,5.5711,5.9701,FALSE,1.30538E+11,Mr. Deepak Agrawal,0,3,Coins_SVGs-152.svg,inf174k01na6 kotak money market fund debt money market growth,mf,KFLRG,KOTAK MONEY MARKET FUND - GROWTH,INF174K01NA6,10,90
INF174K01NB4,KOTAKMAHINDRAMF,Kotak Money Market Fund,kotak money market fund,FALSE,FALSE,5000,1,1000,1,0.001,R,Dividend reinvest,MONTHLY,dividend reinvest,Dividend reinvest,12-07-2022,0.482,Debt,Money Market,Regular,T1,1052.6826,23-12-2022,0.0196,14-07-2003,0,Nil,0.35,0.1307,0.9609,1.3628,1.199,0.9704,FALSE,1.30538E+11,Mr. Deepak Agrawal,0,3,Coins_SVGs-152.svg,inf174k01nb4 kotak money market fund debt money market dividend reinvest,mf,KFLRMDR,KOTAK MONEY MARKET FUND - MONTHLY IDCW REINVESTMENT,INF174K01NB4,10,90
INF174K01NE8,KOTAKMAHINDRAMF,Kotak Liquid Fund,kotak liquid fund,TRUE,TRUE,500,1,500,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,4465.5537,23-12-2022,0.0186,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,4.7904,4.0622,4.1181,4.7294,5.2624,FALSE,3.52011E+11,Mr. Deepak Agrawal,0,2,Coins_SVGs-152.svg,inf174k01ne8 kotak liquid fund debt liquid growth,mf,KLIQG462D,KOTAK LIQUID FUND - DIRECT PLAN - GROWTH,INF174K01NE8,10,90
INF174K01NI9,KOTAKMAHINDRAMF,Kotak Liquid Fund,kotak liquid fund,FALSE,TRUE,500,1,500,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,4436.603,23-12-2022,0.0182,04-11-2003,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.32,4.6631,3.9375,4.0122,4.6362,5.1768,FALSE,3.52011E+11,Mr. Deepak Agrawal,0,2,Coins_SVGs-152.svg,inf174k01ni9 kotak liquid fund debt liquid growth,mf,KLIQPREG,KOTAK LIQUID FUND - REGULAR PLAN - GROWTH,INF174K01NI9,10,90
INF174KA1BC6,KOTAKMAHINDRAMF,Kotak Overnight Fund,kotak overnight fund,FALSE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Regular,T1,1171.63,23-12-2022,0.017,10-01-2019,0,Nil,0.19,4.5231,3.792,3.6343,0,0,FALSE,78994100000,Mr. Deepak Agrawal,0,1,Coins_SVGs-152.svg,inf174ka1bc6 kotak overnight fund debt overnight growth,mf,KTAKOVFGR,KOTAK OVERNIGHT FUND - REGULAR PLAN - GROWTH,INF174KA1BC6,10,90
INF174KA1BF9,KOTAKMAHINDRAMF,Kotak Overnight Fund,kotak overnight fund,TRUE,TRUE,5000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Direct,T1,1175.728,23-12-2022,0.0173,10-01-2019,0,Nil,0.07,4.6445,3.9043,3.7384,0,0,FALSE,78994100000,Mr. Deepak Agrawal,0,1,Coins_SVGs-152.svg,inf174ka1bf9 kotak overnight fund debt overnight growth,mf,KTKOVFGRD,KOTAK OVERNIGHT FUND - DIRECT PLAN - GROWTH,INF174KA1BF9,10,90
INF174V01010,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Liquid Fund,mahindra manulife liquid fund,FALSE,TRUE,1000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,1426.6085,23-12-2022,0.0179,04-07-2016,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.26,4.7946,4.0414,4.1341,4.7914,5.3048,FALSE,4983000000,Mr. Rahul Pal,0,2,Coins_SVGs-05.svg,inf174v01010 mahindra manulife liquid fund debt liquid growth,mf,MMMLFRG,MAHINDRA MANULIFE LIQUID FUND - REGULAR - GROWTH,INF174V01010,10,90
INF174V01044,MAHINDRA MANULIFE MUTUAL FUND_MF,Mahindra Manulife Liquid Fund,mahindra manulife liquid fund,TRUE,TRUE,1000,1,1000,1,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,1437.8804,23-12-2022,0.0182,04-07-2016,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.15,4.9103,4.1562,4.2489,4.9069,5.4261,FALSE,4983000000,Mr. Rahul Pal,0,2,Coins_SVGs-05.svg,inf174v01044 mahindra manulife liquid fund debt liquid growth,mf,MMMLFDG,MAHINDRA MANULIFE LIQUID FUND - DIRECT - GROWTH,INF174V01044,10,90
INF179K01756,HDFCMutualFund_MF,HDFC Gilt Fund,hdfc gilt fund,FALSE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Regular,T1,45.6067,23-12-2022,-0.0399,25-07-2001,0,Nil,0.89,1.624,2.1231,4.82,5.7242,5.5822,FALSE,17166200000,Mr. Anil Bamboli,0,3,Coins_SVGs-82.svg,inf179k01756 hdfc gilt fund debt gilt growth,mf,HDFCGLG,HDFC GILT FUND - REGULAR PLAN- GROWTH,INF179K01756,10,90
INF179K01772,HDFCMutualFund_MF,HDFC Gilt Fund,hdfc gilt fund,FALSE,TRUE,100,1,100,0.001,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,26-09-2022,1,Debt,Gilt,Regular,T1,11.8162,23-12-2022,-0.0406,25-07-2001,0,Nil,0.89,-0.9431,-1.269,0.8172,1.1207,1.3735,FALSE,17166200000,Mr. Anil Bamboli,0,3,Coins_SVGs-82.svg,inf179k01772 hdfc gilt fund debt gilt dividend interim payout,mf,HDFCGLD,HDFC GILT FUND - REGULAR PLAN - IDCW PAYOUT,INF179K01772,10,90
INF179K01VR2,HDFCMutualFund_MF,HDFC Gilt Fund,hdfc gilt fund,TRUE,TRUE,100,1,100,0.001,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,26-09-2022,1,Debt,Gilt,Direct,T1,12.4567,23-12-2022,-0.0385,01-01-2013,0,Nil,0.47,-0.3942,-0.6845,1.4256,1.7191,1.9419,TRUE,17166200000,Mr. Anil Bamboli,0,3,Coins_SVGs-82.svg,inf179k01vr2 hdfc gilt fund debt gilt dividend interim payout,mf,HGLDTDP,HDFC GILT FUND - DIRECT PLAN - IDCW PAYOUT,INF179K01VR2,10,90
INF179K01VS0,HDFCMutualFund_MF,HDFC Gilt Fund,hdfc gilt fund,TRUE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Direct,T1,47.4888,23-12-2022,-0.0387,01-01-2013,0,Nil,0.47,2.0597,2.5723,5.2823,6.1707,6.017,TRUE,17166200000,Mr. Anil Bamboli,0,3,Coins_SVGs-82.svg,inf179k01vs0 hdfc gilt fund debt gilt growth,mf,HGLGTGR,HDFC GILT FUND - DIRECT PLAN - GROWTH OPTION,INF179K01VS0,10,90
INF179KB1HK0,HDFCMutualFund_MF,HDFC Liquid Fund,hdfc liquid fund,FALSE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,4305.5534,23-12-2022,0.0182,17-10-2000,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.3,4.6911,3.9426,4.0096,4.6444,5.1561,FALSE,6.34896E+11,Mr. Anupam Joshi,0,2,Coins_SVGs-82.svg,inf179kb1hk0 hdfc liquid fund debt liquid growth,mf,HLQDLFG,HDFC LIQUID FUND - GROWTH,INF179KB1HK0,10,90
INF179KB1HL8,HDFCMutualFund_MF,HDFC Liquid Fund,hdfc liquid fund,FALSE,FALSE,5000,1,1000,0.001,0.001,R,Dividend reinvest,MONTHLY,dividend reinvest,Dividend reinvest,28-11-2022,0.508,Debt,Liquid,Regular,T1,1030.8173,23-12-2022,0.0182,17-10-2000,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.3,0.2244,0.1436,0.0197,-0.0257,0.0041,FALSE,6.34896E+11,Mr. Anupam Joshi,0,2,Coins_SVGs-82.svg,inf179kb1hl8 hdfc liquid fund debt liquid dividend reinvest,mf,HLQDLFDMR,HDFC LIQUID FUND - MONTHLY IDCW REINVESTMENT,INF179KB1HL8,10,90
INF179KB1HM6,HDFCMutualFund_MF,HDFC Liquid Fund,hdfc liquid fund,FALSE,TRUE,5000,1,1000,0.001,0.001,P,Dividend monthly payout,MONTHLY,dividend monthly payout,IDCW Monthly,28-11-2022,0.508,Debt,Liquid,Regular,T1,1030.8173,23-12-2022,0.0182,17-10-2000,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.3,0.2244,0.1436,0.0197,-0.0257,0.0041,FALSE,6.34896E+11,Mr. Anupam Joshi,0,2,Coins_SVGs-82.svg,inf179kb1hm6 hdfc liquid fund debt liquid dividend monthly payout,mf,HLQDLFDM,HDFC LIQUID FUND - MONTHLY IDCW PAYOUT,INF179KB1HM6,10,90
INF179KB1HO2,HDFCMutualFund_MF,HDFC Liquid Fund,hdfc liquid fund,TRUE,TRUE,5000,1,1000,0.001,0.001,P,Dividend monthly payout,MONTHLY,dividend monthly payout,IDCW Monthly,28-11-2022,0.515,Debt,Liquid,Direct,T1,1030.8879,23-12-2022,0.0185,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,0.2246,0.144,0.0195,-0.0257,0.004,TRUE,6.34896E+11,Mr. Anupam Joshi,0,2,Coins_SVGs-82.svg,inf179kb1ho2 hdfc liquid fund debt liquid dividend monthly payout,mf,HLFDMTDP,HDFC LIQUID FUND - DIRECT PLAN - MONTHLY IDCW PAYOUT OPTION,INF179KB1HO2,10,90
INF179KB1HP9,HDFCMutualFund_MF,HDFC Liquid Fund,hdfc liquid fund,TRUE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,4342.9038,23-12-2022,0.0185,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,4.7961,4.0465,4.1138,4.7492,5.2616,TRUE,6.34896E+11,Mr. Anupam Joshi,0,2,Coins_SVGs-82.svg,inf179kb1hp9 hdfc liquid fund debt liquid growth,mf,HLFGTGR,HDFC LIQUID FUND - DIRECT PLAN - GROWTH OPTION,INF179KB1HP9,10,90
INF179KB1HR5,HDFCMutualFund_MF,HDFC Money Market Fund,hdfc money market fund,FALSE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Regular,T1,4751.4566,23-12-2022,0.0203,18-11-1999,0,Nil.,0.41,4.6772,4.2175,4.9886,5.7864,6.0952,FALSE,1.35694E+11,Mr. Vikash Agarwal,0,3,Coins_SVGs-82.svg,inf179kb1hr5 hdfc money market fund debt money market growth,mf,HLQD53,HDFC MONEY MARKET FUND - REGULAR PLAN - GROWTH,INF179KB1HR5,10,90
INF179KB1HS3,HDFCMutualFund_MF,HDFC Overnight Fund,hdfc overnight fund,FALSE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Regular,T1,3248.426,23-12-2022,0.0166,06-02-2002,0,Nil.,0.2,4.4876,3.7718,3.6075,4.1002,4.5026,FALSE,1.59125E+11,Mr. Anil Bamboli,0,1,Coins_SVGs-82.svg,inf179kb1hs3 hdfc overnight fund debt overnight growth,mf,HLQD57,HDFC OVERNIGHT FUND REGULAR PLAN - GROWTH,INF179KB1HS3,10,90
INF179KB1HT1,HDFCMutualFund_MF,HDFC Overnight Fund,hdfc overnight fund,TRUE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Direct,T1,3273.0705,23-12-2022,0.0168,01-01-2013,0,Nil,0.1,4.5927,3.8759,3.7118,4.2049,4.6004,TRUE,1.59125E+11,Mr. Anil Bamboli,0,1,Coins_SVGs-82.svg,inf179kb1ht1 hdfc overnight fund debt overnight growth,mf,H57TGR,HDFC OVERNIGHT FUND DIRECT PLAN - GROWTH,INF179KB1HT1,10,90
INF179KB1HU9,HDFCMutualFund_MF,HDFC Money Market Fund,hdfc money market fund,TRUE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Direct,T1,4824.8666,23-12-2022,0.0209,01-01-2013,0,Nil,0.21,4.8734,4.3882,5.1622,5.9708,6.2857,TRUE,1.35694E+11,Mr. Vikash Agarwal,0,3,Coins_SVGs-82.svg,inf179kb1hu9 hdfc money market fund debt money market growth,mf,H53TGR,HDFC MONEY MARKET FUND - DIRECT PLAN - GROWTH,INF179KB1HU9,10,90
INF192K01882,JM FINANCIAL MUTUAL FUND_MF,JM Liquid Fund,jm liquid fund,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,59.949,23-12-2022,0.0179,31-12-1997,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.2,4.7422,4.0175,4.0152,4.6695,5.2128,FALSE,19798400000,Ms. Naghma Khoja,0,2,Coins_SVGs-145.svg,inf192k01882 jm liquid fund debt liquid growth,mf,JMLFRG,JM LIQUID FUND - GROWTH OPTION,INF192K01882,10,90
INF192K01CM6,JM FINANCIAL MUTUAL FUND_MF,JM Liquid Fund,jm liquid fund,TRUE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,60.4381,23-12-2022,0.0182,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.15,4.8468,4.111,4.1054,4.7585,5.3011,TRUE,19798400000,Ms. Naghma Khoja,0,2,Coins_SVGs-145.svg,inf192k01cm6 jm liquid fund debt liquid growth,mf,JMLFDG,JM LIQUID FUND (DIRECT) - GROWTH OPTION,INF192K01CM6,10,90
INF194K01DZ2,IDFCMUTUALFUND_MF,IDFC G - Sec Fund - Investment Plan,idfc g - sec fund - investment plan,FALSE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Regular,T1,28.8953,23-12-2022,-0.028,18-12-2014,0,Nil,1.03,1.3988,1.8614,5.5935,7.3422,7.4037,FALSE,14277200000,Mr. Suyash Choudhary,0,3,Coins_SVGs-110.svg,inf194k01dz2 idfc g - sec fund - investment plan debt gilt growth,mf,IDFC86,IDFC GOVERNMENT SECURITIES FUND- INVESTMENT PLAN-REGULAR PLAN-GROWTH,INF194K01DZ2,10,90
INF194K01I60,IDFCMUTUALFUND_MF,IDFC Cash Fund,idfc cash fund,TRUE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Direct,T1,2669.0719,23-12-2022,0.0182,01-01-2013,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.12,4.8223,4.0516,4.0804,4.6645,5.2109,TRUE,1.29113E+11,Mr. Harshal Joshi,0,2,Coins_SVGs-110.svg,inf194k01i60 idfc cash fund debt liquid growth,mf,IDFCDFCCG,IDFC CASH FUND-GROWTH-(DIRECT PLAN),INF194K01I60,10,90
INF194K01LJ9,IDFCMUTUALFUND_MF,IDFC Money Manager Fund,idfc money manager fund,FALSE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Regular,T1,33.8597,23-12-2022,0.0189,18-02-2003,0,Nil,1.03,3.9633,3.4409,3.9687,4.6767,4.9525,FALSE,27663800000,Mr. Brijesh Shah,0,2,Coins_SVGs-110.svg,inf194k01lj9 idfc money manager fund debt money market growth,mf,IDFCFRG,IDFC MONEY MANAGER FUND -REGULAR PLAN-GROWTH,INF194K01LJ9,10,90
INF194K01M80,IDFCMUTUALFUND_MF,IDFC Money Manager Fund,idfc money manager fund,TRUE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Money Market,Direct,T1,36.1355,23-12-2022,0.021,01-01-2013,0,Nil,0.22,4.679,4.1483,4.7133,5.4227,5.682,TRUE,27663800000,Mr. Brijesh Shah,0,2,Coins_SVGs-110.svg,inf194k01m80 idfc money manager fund debt money market growth,mf,IDFCDFRG,IDFC MONEY MANAGER FUND-GROWTH-(DIRECT PLAN),INF194K01M80,10,90
INF194K01Q29,IDFCMUTUALFUND_MF,IDFC G - Sec Fund - Investment Plan,idfc g - sec fund - investment plan,TRUE,TRUE,5000,1,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Gilt,Direct,T1,30.75,23-12-2022,-0.0263,01-01-2013,0,Nil,0.62,2.0361,2.4995,6.2508,7.9871,8.0565,TRUE,14277200000,Mr. Suyash Choudhary,0,3,Coins_SVGs-110.svg,inf194k01q29 idfc g - sec fund - investment plan debt gilt growth,mf,IDFCD86,IDFC GOVERNMENT SECURITIES FUND-INVESTMENT PLAN-GROWTH-(DIRECT PLAN),INF194K01Q29,10,90
INF194K01VX9,IDFCMUTUALFUND_MF,IDFC Cash Fund,idfc cash fund,FALSE,TRUE,100,1,100,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Liquid,Regular,T1,2652.1685,23-12-2022,0.0179,01-04-2004,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.25,4.7249,3.9766,4.0125,4.5999,5.1406,FALSE,1.29113E+11,Mr. Harshal Joshi,0,2,Coins_SVGs-110.svg,inf194k01vx9 idfc cash fund debt liquid growth,mf,IDFCFCCG,IDFC CASH FUND -REGULAR PLAN-GROWTH,INF194K01VX9,10,90
INF194K01WE7,IDFCMUTUALFUND_MF,IDFC Cash Fund,idfc cash fund,FALSE,FALSE,100,1,100,0.001,0.001,R,Dividend reinvest,MONTHLY,dividend reinvest,Dividend reinvest,28-07-2022,0.356,Debt,Liquid,Regular,T1,1004.4834,23-12-2022,0.0179,10-10-2008,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.25,0.1982,0.1007,0.0283,-0.0124,0.0045,FALSE,1.29113E+11,Mr. Harshal Joshi,0,2,Coins_SVGs-110.svg,inf194k01we7 idfc cash fund debt liquid dividend reinvest,mf,IDFCFCCMR,IDFC CASH FUND - MONTHLY - IDCW REINVESTMENT,INF194K01WE7,10,90
INF194K01WF4,IDFCMUTUALFUND_MF,IDFC Cash Fund,idfc cash fund,FALSE,TRUE,100,1,100,0.001,0.001,P,Dividend monthly payout,MONTHLY,dividend monthly payout,IDCW Monthly,28-07-2022,0.356,Debt,Liquid,Regular,T1,1004.4834,23-12-2022,0.0179,10-10-2008,0.007,If redeemed/switched out within 1 day from the date of allotment: 0.0070%If redemption/switch out within 2 days from the date of allotment: 0.0065%If redemption/switch out within 3 days from the date of allotment: 0.0060%If redemption/switch out within 4 days from the date of allotment: 0.0055%If redemption/switch out within 5 days from the date of allotment: 0.0050%If redemption/switch out within 6 days from the date of allotment: 0.0045%If redemption/switch out 7 days onwards from the date of allotment: Nil.,0.25,0.1982,0.1007,0.0283,-0.0124,0.0045,FALSE,1.29113E+11,Mr. Harshal Joshi,0,2,Coins_SVGs-110.svg,inf194k01wf4 idfc cash fund debt liquid dividend monthly payout,mf,IDFCFCCM,IDFC CASH FUND - MONTHLY - IDCW REINVESTMENT,INF194K01WF4,10,90
INF194KA1RW6,IDFCMUTUALFUND_MF,IDFC G - Sec Fund - Investment Plan,idfc g - sec fund - investment plan,FALSE,TRUE,5000,1,1000,0.001,0.001,P,Dividend interim payout,INTERIM,dividend interim payout,IDCW Interim,25-03-2021,10.616,Debt,Gilt,Regular,T1,13.5724,23-12-2022,-0.028,01-12-2008,0,Nil,1.03,1.3986,-2.0872,-6.413,-1.9483,-0.1002,FALSE,14277200000,Mr. Suyash Choudhary,0,3,Coins_SVGs-110.svg,inf194ka1rw6 idfc g - sec fund - investment plan debt gilt dividend interim payout,mf,IDFC295,IDFC GOVERNMENT SECURITIES FUND - INVESTMENT PLAN- PERIODIC (REGULAR PLAN)-IDCW PAYOUT,INF194KA1RW6,10,90
INF194KA1RX4,IDFCMUTUALFUND_MF,IDFC G - Sec Fund - Investment Plan,idfc g - sec fund - investment plan,FALSE,FALSE,5000,1,1000,0.001,0.001,R,Dividend reinvest,INTERIM,dividend reinvest,Dividend reinvest,25-03-2021,10.616,Debt,Gilt,Regular,T1,13.5724,23-12-2022,-0.028,01-12-2008,0,Nil,1.03,1.3986,-2.0872,-6.413,-1.9483,-0.1002,FALSE,14277200000,Mr. Suyash Choudhary,0,3,Coins_SVGs-110.svg,inf194ka1rx4 idfc g - sec fund - investment plan debt gilt dividend reinvest,mf,IDFC295R,IDFC GOVERNMENT SECURITIES FUND INVESTMENT PLAN-REGULAR PLAN -PERIODIC IDCW REINVESTMENT,INF194KA1RX4,10,90
INF194KB1314,IDFCMUTUALFUND_MF,IDFC Overnight Fund,idfc overnight fund,FALSE,TRUE,5000,10,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Regular,T1,1170.3822,23-12-2022,0.0175,16-01-2019,0,Nil,0.16,4.5344,3.7938,3.619,0,0,FALSE,22049100000,Mr. Brijesh Shah,0,1,Coins_SVGs-110.svg,inf194kb1314 idfc overnight fund debt overnight growth,mf,IDFCONF,IDFC OVERNIGHT FUND REGULAR PLAN-GROWTH,INF194KB1314,10,90
INF194KB1447,IDFCMUTUALFUND_MF,IDFC Overnight Fund,idfc overnight fund,TRUE,TRUE,5000,10,1000,0.001,0.001,G,Growth,null,growth,Growth,,0,Debt,Overnight,Direct,T1,1175.6295,23-12-2022,0.0178,16-01-2019,0,Nil,0.06,4.641,3.8997,3.7351,0,0,TRUE,22049100000,Mr. Brijesh Shah,0,1,Coins_SVGs-110.svg,inf194kb1447 idfc overnight fund debt overnight growth,mf,IDFCONFDG,IDFC OVERNIGHT FUND DIRECT PLAN-GROWTH,INF194KB1447,10,90
